Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Access Type,Source,EID
"Muñoz-Criollo, J.J., Cleall, P.J., Rees, S.W.","Factors influencing collection performance of near surface interseasonal ground energy collection and storage systems",2016,"Geomechanics for Energy and the Environment",6,,,45,57,,3,10.1016/j.gete.2016.04.001,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84973860849&partnerID=40&md5=335b04323edeb3b4893daffbadae9f97",Article,Open Access,Scopus,2-s2.0-84973860849
"Fuentes, M.M.P.B., Delean, S., Grayson, J., Lavender, S., Logan, M., Marsh, H.","Spatial and temporal variation in the effects of climatic variables on Dugong calf production",2016,"PLoS ONE",11,6, e0155675,,,,3,10.1371/journal.pone.0155675,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84977504783&partnerID=40&md5=9f129ca01b76a91202039d6d3eb789b4",Article,Open Access,Scopus,2-s2.0-84977504783
"Olukoya Obafemi, A.P., Kurt, S.","Environmental impacts of adobe as a building material: The north cyprus traditional building case",2016,"Case Studies in Construction Materials",4,,,32,41,,3,10.1016/j.cscm.2015.12.001,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84949685248&partnerID=40&md5=3db6b5cd5b27d7148278fc36bdc755ea",Article,Open Access,Scopus,2-s2.0-84949685248
"Pompa-García, M., Venegas-González, A.","Temporal variation of wood density and carbon in two elevational sites of Pinus cooperi in relation to climate response in northern Mexico",2016,"PLoS ONE",11,6, e0156782,,,,3,10.1371/journal.pone.0156782,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84974855159&partnerID=40&md5=c58a463e8a470c8a33b247d61eaa8324",Article,Open Access,Scopus,2-s2.0-84974855159
"Camara, D.C.P., Codeço, C.T., Juliano, S.A., Lounibos, L.P., Riback, T.I.S., Pereira, G.R., Honorio, N.A.","Seasonal differences in density but similar competitive impact of aedes albopictus (Skuse) on aedes aegypti (L.) in rio de janeiro, Brazil",2016,"PLoS ONE",11,6, e0157120,,,,3,10.1371/journal.pone.0157120,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84976907418&partnerID=40&md5=14e0b30c24c61b95e8a2f4662a495947",Article,Open Access,Scopus,2-s2.0-84976907418
"Bond-Lamberty, B., Epron, D., Harden, J., Harmon, M.E., Hoffman, F., Kumar, J., McGuire, A.D., Vargas, R.","Estimating heterotrophic respiration at large scales: Challenges, approaches, and next steps",2016,"Ecosphere",7,6, e01380,,,,3,10.1002/ecs2.1380,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84977667467&partnerID=40&md5=26543b1897035c6a987b811f8e8e2373",Article,Open Access,Scopus,2-s2.0-84977667467
"Runhaar, H.A.C., Uittenbroek, C.J., van Rijswick, H.F.M.W., Mees, H.L.P., Driessen, P.P.J., Gilissen, H.K.","Prepared for climate change? A method for the ex-ante assessment of formal responsibilities for climate adaptation in specific sectors",2016,"Regional Environmental Change",16,5,,1389,1400,,3,10.1007/s10113-015-0866-2,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84944576014&partnerID=40&md5=3a36494a24b2360f34c50fe7f438ee26",Article,Open Access,Scopus,2-s2.0-84944576014
"Splendiani, A., Fioravanti, T., Giovannotti, M., Negri, A., Ruggeri, P., Olivieri, L., Cerioni, P.N., Lorenzoni, M., Barucchi, V.C.","The effects of paleoclimatic events on mediterranean trout: Preliminary evidences from ancient DNA",2016,"PLoS ONE",11,6, e0157975,,,,3,10.1371/journal.pone.0157975,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84976535204&partnerID=40&md5=a3941090cb72565c2cac49a9baf44201",Article,Open Access,Scopus,2-s2.0-84976535204
"Prahl, B.F., Rybski, D., Boettle, M., Kropp, J.P.","Damage functions for climate-related hazards: Unification and uncertainty analysis",2016,"Natural Hazards and Earth System Sciences",16,5,,1189,1203,,3,10.5194/nhess-16-1189-2016,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84971229279&partnerID=40&md5=5a256aaf06f9276f497f1fe5d2186e65",Article,Open Access,Scopus,2-s2.0-84971229279
"Butarbutar, T., Köhl, M., Neupane, P.R.","Harvested wood products and REDD+: Looking beyond the forest border",2016,"Carbon Balance and Management",11,1, 4,,,,3,10.1186/s13021-016-0046-9,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84969509898&partnerID=40&md5=ab49acb1e6b87d8239830d44153e6e44",Article,Open Access,Scopus,2-s2.0-84969509898
"Pletterbauer, F., Graf, W., Schmutz, S.","Effect of biotic dependencies in species distribution models: The future distribution of Thymallus thymallus under consideration of Allogamus auricollis",2016,"Ecological Modelling",327,,,95,104,,3,10.1016/j.ecolmodel.2016.01.010,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84958978306&partnerID=40&md5=e94816e34bdcba51ca72c860a404ba16",Article,Open Access,Scopus,2-s2.0-84958978306
"Khomsi, K., Mahe, G., Tramblay, Y., Sinan, M., Snoussi, M.","Regional impacts of global change: Seasonal trends in extreme rainfall, run-off and temperature in two contrasting regions of Morocco",2016,"Natural Hazards and Earth System Sciences",16,5,,1079,1090,,3,10.5194/nhess-16-1079-2016,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84969753426&partnerID=40&md5=bbb3286b67f6060b0c9512c2a820faa1",Article,Open Access,Scopus,2-s2.0-84969753426
"Satar, E., Berhanu, T.A., Brunner, D., Henne, S., Leuenberger, M.","Continuous CO<inf>2</inf>/CH<inf>4</inf>/CO measurements (2012-2014) at Beromunster tall tower station in Switzerland",2016,"Biogeosciences",13,9,,2623,2635,,3,10.5194/bg-13-2623-2016,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84969542764&partnerID=40&md5=2ef076ca5386f1f4f2e4484a676a4cd7",Article,Open Access,Scopus,2-s2.0-84969542764
"Holl, G., Walker, K.A., Conway, S., Saitoh, N., Boone, C.D., Strong, K., Drummond, J.R.","Methane cross-validation between three Fourier transform spectrometers: SCISAT ACE-FTS, GOSAT TANSO-FTS, and ground-based FTS measurements in the Canadian high Arctic",2016,"Atmospheric Measurement Techniques",9,5,,1961,1980,,3,10.5194/amt-9-1961-2016,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84969533191&partnerID=40&md5=20ab19d78cc4dab58576b7130279db69",Article,Open Access,Scopus,2-s2.0-84969533191
"Nardi, P., Di Matteo, G., Palahi, M., Scarascia Mugnozza, G.","Structure and evolution of mediterranean forest research: A science mapping approach",2016,"PLoS ONE",11,5, e0155016,,,,3,10.1371/journal.pone.0155016,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84968760309&partnerID=40&md5=a349224424860d0fe4b2478c7e1a6fa1",Article,Open Access,Scopus,2-s2.0-84968760309
"Brodeau, L., Koenigk, T.","Extinction of the northern oceanic deep convection in an ensemble of climate model simulations of the 20th and 21st centuries",2016,"Climate Dynamics",46,9-10,,2863,2882,,3,10.1007/s00382-015-2736-5,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84937914061&partnerID=40&md5=fb900ea30e14dc99a9db0277938c2c3b",Article,Open Access,Scopus,2-s2.0-84937914061
"Sesser, K.A., Reiter, M.E., Skalos, D.A., Strum, K.M., Hickey, C.M.","Waterbird response to management practices in rice fields intended to reduce greenhouse gas emissions",2016,"Biological Conservation",197,,,69,79,,3,10.1016/j.biocon.2016.02.021,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84960193110&partnerID=40&md5=fcb510e7fbd9d9a51f38ea1388a2af88",Article,Open Access,Scopus,2-s2.0-84960193110
"Van De Kerk, M., Jones Littles, C., Saucedo, O., Lorenzen, K.","The effect of latitudinal variation on shrimp reproductive strategies",2016,"PLoS ONE",11,5, e0155266,,,,3,10.1371/journal.pone.0155266,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84968895055&partnerID=40&md5=428d6fa12e7f0bbc42e1320736e3a473",Article,Open Access,Scopus,2-s2.0-84968895055
"Hempel, S., Saha, C.K., Fiedler, M., Berg, W., Hansen, C., Amon, B., Amon, T.","Non-linear temperature dependency of ammonia and methane emissions from a naturally ventilated dairy barn",2016,"Biosystems Engineering",145,,,10,21,,3,10.1016/j.biosystemseng.2016.02.006,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84960903520&partnerID=40&md5=c1fcb526f298b438cda1f95a1074b757",Article,Open Access,Scopus,2-s2.0-84960903520
"GonzÃ¡lez-Eguino, M., Neumann, M.B.","Significant implications of permafrost thawing for climate change control",2016,"Climatic Change",136,2,,381,388,,3,10.1007/s10584-016-1666-5,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84962855334&partnerID=40&md5=f079e0ba3db6fa491927e1118e086d5f",Article,Open Access,Scopus,2-s2.0-84962855334
"Santos, L., Pinto, A., Filipe, O., Cunha, A., Santos, E.B.H., Almeida, A.","Insights on the optical properties of estuarine DOM - Hydrological and biological influences",2016,"PLoS ONE",11,5, e0154519,,,,3,10.1371/journal.pone.0154519,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84978138989&partnerID=40&md5=c3a573aa68332b5f10177e41cce2fb12",Article,Open Access,Scopus,2-s2.0-84978138989
"Gartzia, M., Fillat, F., Pérez-Cabello, F., Alados, C.L.","Influence of agropastoral system components on mountain grassland vulnerability estimated by connectivity loss",2016,"PLoS ONE",11,5, e0155193,,,,3,10.1371/journal.pone.0155193,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84969822782&partnerID=40&md5=01fd9d5916e231de366230fd6e88263d",Article,Open Access,Scopus,2-s2.0-84969822782
"Homdee, T., Pongput, K., Kanae, S.","A comparative performance analysis of three standardized climatic drought indices in the Chi River basin, Thailand",2016,"Agriculture and Natural Resources",50,3,,211,219,,3,10.1016/j.anres.2016.02.002,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84992655967&partnerID=40&md5=fb3a50e396cfb903ccfb5799a78be147",Article,Open Access,Scopus,2-s2.0-84992655967
"Holland, R.A., Scott, K., Hinton, E.D., Austen, M.C., Barrett, J., Beaumont, N., Blaber-Wegg, T., Brown, G., Carter-Silk, E., Cazenave, P., Eigenbrod, F., Hiscock, K., Hooper, T., Lovett, A., Papathanasopoulou, E., Smith, P., Thomas, A., Tickner, R., Torres, R., Taylor, G.","Bridging the gap between energy and the environment",2016,"Energy Policy",92,,,181,189,,3,10.1016/j.enpol.2016.01.037,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84960892631&partnerID=40&md5=c289e28aa48c3fe6168820158278e30b",Article,Open Access,Scopus,2-s2.0-84960892631
"Valmonte-Santos, R., Rosegrant, M.W., Dey, M.M.","Fisheries sector under climate change in the coral triangle countries of Pacific Islands: Current status and policy issues",2016,"Marine Policy",67,,,148,155,,3,10.1016/j.marpol.2015.12.022,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84960803225&partnerID=40&md5=f5975fd4355b43cd9fb73b190e4daee7",Article,Open Access,Scopus,2-s2.0-84960803225
"Bauer, H., Bessin, P., Saint-Marc, P., Châteauneuf, J.-J., Bourdillon, C., Wyns, R., Guillocheau, F.","The Cenozoic history of the Armorican Massif: New insights from the deep CDB1 borehole (Rennes Basin, France)",2016,"Comptes Rendus - Geoscience",348,5,,387,397,,3,10.1016/j.crte.2016.02.002,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84962119023&partnerID=40&md5=4f427b54dee21eba9008b5a7c5c4207d",Article,Open Access,Scopus,2-s2.0-84962119023
"Panagos, P., Borrelli, P., Poesen, J., Meusburger, K., Ballabio, C., Lugato, E., Montanarella, L., Alewell, C.","Reply to ""The new assessment of soil loss by water erosion in Europe. Panagos P. et al., 2015 Environ. Sci. Policy 54, 438-447-A response"" by Evans and Boardman [Environ. Sci. Policy 58, 11-15]",2016,"Environmental Science and Policy",59,,,53,57,,3,10.1016/j.envsci.2016.02.010,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84958540554&partnerID=40&md5=6867717da693c631b8217813ab0a8c38",Article,Open Access,Scopus,2-s2.0-84958540554
"Adam, K., Hoolohan, V., Gooding, J., Knowland, T., Bale, C.S.E., Tomlin, A.S.","Methodologies for city-scale assessment of renewable energy generation potential to inform strategic energy infrastructure investment",2016,"Cities",54,,,45,56,,3,10.1016/j.cities.2015.10.015,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84950148752&partnerID=40&md5=45406dea347cc78c513beb717e6eef44",Article,Open Access,Scopus,2-s2.0-84950148752
"Åström, D.O., Åström, C., Rekker, K., Indermitte, E., Orru, H.","High summer temperatures and mortality in Estonia",2016,"PLoS ONE",11,5, e0155045,,,,3,10.1371/journal.pone.0155045,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84969835299&partnerID=40&md5=46edd68c68ad08d6ccc13e956ad89fc1",Article,Open Access,Scopus,2-s2.0-84969835299
"Bouchez, C., Goncalves, J., Deschamps, P., Vallet-Coulomb, C., Hamelin, B., Doumnang, J.-C., Sylvestre, F.","Hydrological, chemical, and isotopic budgets of Lake Chad: A quantitative assessment of evaporation, transpiration and infiltration fluxes",2016,"Hydrology and Earth System Sciences",20,4,,1599,1619,,3,10.5194/hess-20-1599-2016,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84966335412&partnerID=40&md5=026c8c8688701b886fc67d29f9a4b90b",Article,Open Access,Scopus,2-s2.0-84966335412
"Cameron, E.A., Lantz, T.C.","Drivers of tall shrub proliferation adjacent to the Dempster Highway, Northwest Territories, Canada",2016,"Environmental Research Letters",11,4, 045006,,,,3,10.1088/1748-9326/11/4/045006,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84964683611&partnerID=40&md5=bdcdeb02b88fb295465f0d34dae55ee7",Article,Open Access,Scopus,2-s2.0-84964683611
"Smith, M.C., Singarayer, J.S., Valdes, P.J., Kaplan, J.O., Branch, N.P.","The biogeophysical climatic impacts of anthropogenic land use change during the Holocene",2016,"Climate of the Past",12,4,,923,941,,3,10.5194/cp-12-923-2016,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84966293293&partnerID=40&md5=2c0782530715a771322461d3d3fb853d",Article,Open Access,Scopus,2-s2.0-84966293293
"Tol, R.S.J.","Comment on 'Quantifying the consensus on anthropogenic global warming in the scientific literature'",2016,"Environmental Research Letters",11,4, 048001,,,,3,10.1088/1748-9326/11/4/048001,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84964583000&partnerID=40&md5=d4166b936d1e6cb102657c5ee00f7119",Review,Open Access,Scopus,2-s2.0-84964583000
"Wharton, S., Falk, M.","Climate indices strongly influence old-growth forest carbon exchange",2016,"Environmental Research Letters",11,4, 044016,,,,3,10.1088/1748-9326/11/4/044016,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84964838638&partnerID=40&md5=5ef7f1e896209e24df83b25fba1b3783",Article,Open Access,Scopus,2-s2.0-84964838638
"Righi, M., Hendricks, J., Sausen, R.","The global impact of the transport sectors on atmospheric aerosol in 2030 - Part 2: Aviation",2016,"Atmospheric Chemistry and Physics",16,7,,4481,4495,,3,10.5194/acp-16-4481-2016,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84964550163&partnerID=40&md5=05ed1891ac6987d5480a16769c1f2a1c",Article,Open Access,Scopus,2-s2.0-84964550163
"Modak, A., Bala, G., Cao, L., Caldeira, K.","Why must a solar forcing be larger than a CO<inf>2</inf> forcing to cause the same global mean surface temperature change?",2016,"Environmental Research Letters",11,4, 044013,,,,3,10.1088/1748-9326/11/4/044013,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84964786427&partnerID=40&md5=6349682a23c86b0de435a1ae865a6e26",Article,Open Access,Scopus,2-s2.0-84964786427
"Shi, P., Yang, T., Zhang, K., Tang, Q., Yu, Z., Zhou, X.","Large-scale climate patterns and precipitation in an arid endorheic region: Linkage and underlying mechanism",2016,"Environmental Research Letters",11,4, 044006,,,,3,10.1088/1748-9326/11/4/044006,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84964777675&partnerID=40&md5=ffcdc52de094c427d712cfb53caa39c9",Article,Open Access,Scopus,2-s2.0-84964777675
"Achite, M., Ouillon, S.","Recent changes in climate, hydrology and sediment load in the Wadi Abd, Algeria (1970&amp;ndash;2010)",2016,"Hydrology and Earth System Sciences",20,4,,1355,1372,,3,10.5194/hess-20-1355-2016,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84966440567&partnerID=40&md5=4b1b54dcfbbdc3915ed53c998b2388aa",Review,Open Access,Scopus,2-s2.0-84966440567
"Gimbel, K.F., Puhlmann, H., Weiler, M.","Does drought alter hydrological functions in forest soils?",2016,"Hydrology and Earth System Sciences",20,3,,1301,1317,,3,10.5194/hess-20-1301-2016,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84964374557&partnerID=40&md5=3e6793fb9ab39df9d4df08bea052875a",Article,Open Access,Scopus,2-s2.0-84964374557
"Edwards, P.M.","The value of long-term stream invertebrate data collected by citizen scientists",2016,"PLoS ONE",11,4, e0153713,,,,3,10.1371/journal.pone.0153713,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84966340298&partnerID=40&md5=6b5bde307bee1af623e4293cd3c42525",Article,Open Access,Scopus,2-s2.0-84966340298
"Buccola, N.L., Risley, J.C., Rounds, S.A.","Simulating future water temperatures in the North Santiam River, Oregon",2016,"Journal of Hydrology",535,,,318,330,,3,10.1016/j.jhydrol.2016.01.062,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84958191493&partnerID=40&md5=73c26616119fed6fca8c0b03740eb930",Article,Open Access,Scopus,2-s2.0-84958191493
"Seim, A., Omurova, G., Azisov, E., Musuraliev, K., Aliev, K., Tulyaganov, T., Nikolyai, L., Botman, E., Helle, G., Liñan, I.D., Jivcov, S., Linderholm, H.W.","Climate change increases drought stress of juniper trees in the mountains of central Asia",2016,"PLoS ONE",11,4, e0153888,,,,3,10.1371/journal.pone.0153888,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84964855809&partnerID=40&md5=ae65154ae6b8eb55dd85b404e7d03df7",Article,Open Access,Scopus,2-s2.0-84964855809
"Nevo, O., Heymann, E.W., Schulz, S., Ayasse, M.","Fruit Odor as A Ripeness Signal for Seed-Dispersing Primates? A Case Study on Four Neotropical Plant Species",2016,"Journal of Chemical Ecology",42,4,,323,328,,3,10.1007/s10886-016-0687-x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84962163439&partnerID=40&md5=99f82608590eb7435426513476a0752d",Article,Open Access,Scopus,2-s2.0-84962163439
"Čerkasova, N., Ertürk, A., Zemlys, P., Denisov, V., Umgiesser, G.","Curonian Lagoon drainage basin modelling and assessment of climate change impact",2016,"Oceanologia",58,2,,90,102,,3,10.1016/j.oceano.2016.01.003,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84959545688&partnerID=40&md5=ff5e560b637abcf37a1bb1f952a545e5",Article,Open Access,Scopus,2-s2.0-84959545688
"Boke-Olén, N., Lehsten, V., Ardö, J., Beringer, J., Eklundh, L., Holst, T., Veenendaal, E., Tagesson, T.","Estimating and analyzing savannah phenology with a lagged time series model",2016,"PLoS ONE",11,4, e0154615,,,,3,10.1371/journal.pone.0154615,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84967239992&partnerID=40&md5=0e4d4194e81a205d07fb62798cfa11c2",Article,Open Access,Scopus,2-s2.0-84967239992
"Galván-Quesada, S., Doadrio, I., Alda, F., Perdices, A., Reina, R.G., Varela, M.G., Hernández, N., Mendoza, A.C., Bermingham, E., Domínguez-Domínguez, O.","Molecular phylogeny and biogeography of the amphidromous fish genus dormitator gill 1861 (teleostei: Eleotridae)",2016,"PLoS ONE",11,4, e0153538,,,,3,10.1371/journal.pone.0153538,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84963611865&partnerID=40&md5=24ddf32c948f46bcfbbb9a2c88a58574",Article,Open Access,Scopus,2-s2.0-84963611865
"Kulczycka, J., Lelek, Ł., Lewandowska, A., Wirth, H., Bergesen, J.D.","Environmental Impacts of Energy-Efficient Pyrometallurgical Copper Smelting Technologies: The Consequences of Technological Changes from 2010 to 2050",2016,"Journal of Industrial Ecology",20,2,,304,316,,3,10.1111/jiec.12369,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84947998115&partnerID=40&md5=3780d41dfcad2ee12bfd0026c48130d7",Article,Open Access,Scopus,2-s2.0-84947998115
"Foran, T., Fleming, D., Spandonide, B., Williams, R., Race, D.","Understanding energy-related regimes: A participatory approach from central Australia",2016,"Energy Policy",91,,,315,324,,3,10.1016/j.enpol.2016.01.014,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84958259531&partnerID=40&md5=9f8d3a4178f5deedcc9ad5ab3010e1b0",Article,Open Access,Scopus,2-s2.0-84958259531
"Ruggeri, P., Splendiani, A., Occhipinti, G., Fioravanti, T., Santojanni, A., Leonori, I., De Felice, A., Arneri, E., Procaccini, G., Catanese, G., Ticina, V., Bonanno, A., Cerioni, P.N., Giovannotti, M., Grant, W.S., Barucchi, V.C.","Biocomplexity in populations of european anchovy in the adriatic sea",2016,"PLoS ONE",11,4, e0153061,,,,3,10.1371/journal.pone.0153061,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84963622939&partnerID=40&md5=d12aae40a9b1499daaf3028a35d3ddbe",Article,Open Access,Scopus,2-s2.0-84963622939
"Briceño-Zuluaga, F.J., Sifeddine, A., Caquineau, S., Cardich, J., Salvatteci, R., Gutierrez, D., Ortlieb, L., Velazco, F., Boucher, H., Machado, C.","Terrigenous material supply to the Peruvian central continental shelf (Pisco, 14° S) during the last 1000 years: Paleoclimatic implications",2016,"Climate of the Past",12,3,,787,798,,3,10.5194/cp-12-787-2016,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84964335236&partnerID=40&md5=7986749c174d8c03af0a92147936e485",Article,Open Access,Scopus,2-s2.0-84964335236
"Moreno, H.A., Gupta, H.V., White, D.D., Sampson, D.A.","Modeling the distributed effects of forest thinning on the long-term water balance and streamflow extremes for a semi-arid basin in the southwestern US",2016,"Hydrology and Earth System Sciences",20,3,,1241,1267,,3,10.5194/hess-20-1241-2016,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84962448797&partnerID=40&md5=46e366c9f2c97d8444020761a84b1e42",Article,Open Access,Scopus,2-s2.0-84962448797
"Urrego, D.H., Hooghiemstra, H., Rama-Corredor, O., Martrat, B., Grimalt, J.O., Thompson, L., Bush, M.B., González-Carranza, Z., Hanselman, J., Valencia, B., Velásquez-Ruiz, C.","Millennial-scale vegetation changes in the tropical Andes using ecological grouping and ordination methods",2016,"Climate of the Past",12,3,,697,711,,3,10.5194/cp-12-697-2016,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84962854220&partnerID=40&md5=18ffc7c817e62315e0222647cea1b95a",Article,Open Access,Scopus,2-s2.0-84962854220
"Kalliola, S., Repo, E., Sillanpää, M., Singh Arora, J., He, J., John, V.T.","The stability of green nanoparticles in increased pH and salinity for applications in oil spill-treatment",2016,"Colloids and Surfaces A: Physicochemical and Engineering Aspects",493,,,99,107,,3,10.1016/j.colsurfa.2016.01.011,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84956615689&partnerID=40&md5=fde584d6e4bb4d9c1ed69c697488331f",Article,Open Access,Scopus,2-s2.0-84956615689
"Tchebakova, N.M., Parfenova, E.I., Korets, M.A., Conard, S.G.","Potential change in forest types and stand heights in central Siberia in a warming climate",2016,"Environmental Research Letters",11,3, 035016,,,,3,10.1088/1748-9326/11/3/035016,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84961895933&partnerID=40&md5=54d4bf871f6aefeda3aa955dec47c255",Article,Open Access,Scopus,2-s2.0-84961895933
"Friedman, C.L., Selin, N.E.","PCBs in the Arctic atmosphere: Determining important driving forces using a global atmospheric transport model",2016,"Atmospheric Chemistry and Physics",16,5,,3433,3448,,3,10.5194/acp-16-3433-2016,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84962527376&partnerID=40&md5=bb9c9c8fb2eed0b14082377b2238e3b9",Article,Open Access,Scopus,2-s2.0-84962527376
"Iijima, M., Awala, S.K., Watanabe, Y., Kawato, Y., Fujioka, Y., Yamane, K., Wada, K.C.","Mixed cropping has the potential to enhance flood tolerance of drought-adapted grain crops",2016,"Journal of Plant Physiology",192,,,21,25,,3,10.1016/j.jplph.2016.01.004,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84955272929&partnerID=40&md5=fff80fb25fa0fc4d09cd7157842d9c1b",Article,Open Access,Scopus,2-s2.0-84955272929
"Perez, L., García-Rodríguez, F., Hanebuth, T.J.J.","Variability in terrigenous sediment supply offshore of the Río de la Plata (Uruguay) recording the continental climatic history over the past 1200 years",2016,"Climate of the Past",12,3,,623,634,,3,10.5194/cp-12-623-2016,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84960957594&partnerID=40&md5=729b919aa3f5a33ec096905d51a2598b",Article,Open Access,Scopus,2-s2.0-84960957594
"Paudel, R., Mahowald, N.M., Hess, P.G.M., Meng, L., Riley, W.J.","Attribution of changes in global wetland methane emissions from pre-industrial to present using CLM4.5-BGC",2016,"Environmental Research Letters",11,3, 034020,,,,3,10.1088/1748-9326/11/3/034020,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84962270331&partnerID=40&md5=5fe4891196867256244dd3975311acdf",Article,Open Access,Scopus,2-s2.0-84962270331
"Zhang, W., Pan, X.","Study on the demand of climate finance for developing countries based on submitted INDC",2016,"Advances in Climate Change Research",7,1-2,,99,104,,3,10.1016/j.accre.2016.05.002,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84976507247&partnerID=40&md5=3117660e3a9c11bf80976b33c53e95fc",Article,Open Access,Scopus,2-s2.0-84976507247
"Poortinga, W., Darnton, A.","Segmenting for sustainability: The development of a sustainability segmentation model from a Welsh sample",2016,"Journal of Environmental Psychology",45,,,221,232,,3,10.1016/j.jenvp.2016.01.009,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84956553093&partnerID=40&md5=a3b9e2d7aec894dd226fa8f433b2bc70",Article,Open Access,Scopus,2-s2.0-84956553093
"Paas, W., Kanellopoulos, A., van de Ven, G., Reidsma, P.","Integrated impact assessment of climate and socio-economic change on dairy farms in a watershed in the Netherlands",2016,"NJAS - Wageningen Journal of Life Sciences",78,,,35,45,,3,10.1016/j.njas.2015.12.004,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84954287979&partnerID=40&md5=2063da1e36db3b809971256cf3b2cf4b",Article,Open Access,Scopus,2-s2.0-84954287979
"Finne, L.B., Christensen, J.O., Knardahl, S.","Psychological and social work factors as predictors of mental distress and positive affect: A prospective, Multilevel study",2016,"PLoS ONE",11,3, e0152220,,,,3,10.1371/journal.pone.0152220,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84962053095&partnerID=40&md5=01222f68194c5c73ba1d65e1085ccd17",Article,Open Access,Scopus,2-s2.0-84962053095
"Hanzlicek, G.A., Raghavan, R.K., Ganta, R.R., Anderson, G.A.","Bayesian space-Time patterns and climatic determinants of bovine anaplasmosis",2016,"PLoS ONE",11,3, e0151924,,,,3,10.1371/journal.pone.0151924,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84962019154&partnerID=40&md5=55eaa3a320a6801052247bd9cd29a8f6",Article,Open Access,Scopus,2-s2.0-84962019154
"Aagesen, L., Biganzoli, F., Bena, J., Godoy-Bürki, A.C., Reinheimer, R., Zuloaga, F.O.","Macro-climatic distribution limits show both niche expansion and niche specialization among C<inf>4</inf>Panicoids",2016,"PLoS ONE",11,3, e0151075,,,,3,10.1371/journal.pone.0151075,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84961174384&partnerID=40&md5=760c36585fd502c9a4d7e8c0324f54b3",Article,Open Access,Scopus,2-s2.0-84961174384
